s1,s2,x1,x2,x3,x4,x5,x6,x7,x8,x9,F_effect,spatial_effect,m,y
0.3059886899372254,0.5865943725775163,1.3053098407363897,-0.6874283688615278,-1.0762201344845055,1.3942495609371577,0.48138169826910904,1.7106154939455873,0.6160979265338782,-2.247520077174222,0.8364236110045263,-0.13011768214641428,-0.7914280326643325,-0.9215457148107468,0.3954871119982651
0.6087121421801825,0.26129648519636195,0.2526326616632661,-1.268968003410673,-0.23377484951274274,-0.7871495406803187,1.3813756289487054,1.2131887172249722,-0.034326228966248123,0.9225373291586693,1.2792302446596056,-0.05962725783726439,0.08830141867200458,0.02867416083474019,1.5119856796397628
0.042697910763180746,0.6632184045376344,-0.18504055394981025,-0.3956386627478808,1.7783779351079887,-0.6449855749695252,-0.0011416877127281792,-1.2050797894994287,-0.20630581004403115,0.72322269142177,0.7183171354438245,-1.466798417491863,0.1182455989904497,-1.3485528185014133,0.37861323042062484
0.4393923672289438,0.9606963655820163,0.8499685867487843,-0.44724176969171536,0.011219485946687988,-1.6199429917056767,1.5512895115832437,-1.4300548463682619,1.3399413150967654,0.7376578593508804,1.3780633781876006,0.8281241187947367,0.6298013217846514,1.457925440579388,2.1116324636935135
0.3951801857743986,0.6207070409515986,0.9597950727883788,0.37983018895748727,0.33904365837871864,-0.7388579241728522,0.03822016399873814,0.5800080781048174,0.5195341411268948,-0.9469289895580421,-0.22090676972747494,0.8676578231196642,-0.29237108066633555,0.5752867424533287,1.9867611289246554
0.9864371529464673,0.2630418320936241,0.04060392478364843,-0.6229135031025775,0.5962168430461624,0.6859595349843468,-0.6641497865363223,-1.373037608309161,-1.6808312930676375,-1.3583735709885731,-1.5819216568408323,-0.6566496532087611,1.2571513145677684,0.6005016613590073,2.55118040257433
0.5577513736729249,0.4173944561621453,1.9372269284414407,1.4480928669563615,0.987023115885356,-0.5757129632032618,0.5645897132056168,0.12543792986851124,0.6828537508607948,0.4996590859403498,-0.059257867525494556,2.350516474998744,-1.0212966194963802,1.329219855502364,2.4085168470384826
0.23300601766080198,0.4511204883875687,1.4448469619587918,-0.20536747615629505,-0.19472381989813664,1.646819349423808,0.5219526418302773,0.5308804831369285,1.1332838321064407,0.13468329819708838,1.0308315057660251,-0.05121156228505315,-1.7090683370815862,-1.7602798993666393,0.061300876383036156
0.015670123460015173,0.9638382848476397,0.49361143119190815,0.6158738138452418,-0.13099931799427106,0.27881509885341094,-1.5924670764606073,-1.538280119208197,-1.6690352399262487,0.09335949620211252,-0.6937268373041637,-0.4012340613820952,1.1549841183945269,0.7537500570124316,2.3396531772960043
0.06813555019638062,0.1822610784972034,-0.9798196002230654,-0.19106762048868,-0.40154751601090777,-0.4401427582470515,-0.4040461509355119,-1.8702151156467954,-0.5904234277337842,-1.37332907651881,-0.37942400445273144,-1.3797410429046002,-1.7893184170625067,-3.169059459967107,0.017101230792834165
0.10312303973927572,0.2531314154738723,-0.4555668133862337,0.44325248521654054,-1.1457513580471468,0.38771732121895036,0.33163898928555297,0.5596619841703165,0.29946927855874966,1.0559143817948469,-0.7785238350613235,-0.5326770596389996,-0.6901157835795343,-1.2227928432185338,0.4407765208224988
0.9507267172387084,0.4915206923145712,1.2225170995451327,0.7692653817640062,0.8675609127403378,-1.3655241241098692,0.5056015849061849,-0.760120652481417,0.06614994525049545,-0.5165456120012679,-1.0529983684177644,1.2494608136293968,1.989417989932394,3.238878803561791,18.27526704468835
0.37340731172617503,0.37062203660244797,-0.6617938791450348,-0.5203447151800229,-2.159645979947008,-0.936607810789189,0.6768465948712464,1.4615886630871637,-0.8529397953323523,0.639821021752005,0.9646223037627449,-0.6336240694620996,1.3219205304321147,0.6882964609700151,1.2452496475422388
